title,genre,release_year
Kal Ho Naa Ho,"drama, romance, comedy, family, musical, social",2003
Kash Aap Hamare Hote,romance,2003
Khushi,romance,2003
Khwahish,drama,2003
Kill Bill Volume 1,action,2003
Koi... Mil Gaya,"romance, fantasy, musical",2003
Kucch To Hai,thriller,2003
Kuch Naa Kaho,"drama, romance, musical",2003
LOC Kargil,"war, drama, historical",2003
Lara Croft Tomb Raider: The Cradle of Life,"action, fantasy",2003
Le Divorce,"drama, romance",2003
"Legally Blonde 2: Red, White & Blonde",comedy,2003
Love Actually,romance,2003
Main Madhuri Dixit Banna Chahti Hoon,comedy,2003
Main Prem Ki Diwani Hoon,"romance, drama, comedy",2003
Mambo Italiano,"comedy, drama",2003
Marci X,comedy,2003
Master and Commander: The Far Side of the World,"drama, war",2003
Matrubhoomi: A Nation Without Women,drama,2003
May,horror,2003
Mona Lisa Smile,"drama, romance",2003
Munna Bhai M.B.B.S.,"comedy, social, musical",2003
My Father and I,drama,2003
My Life Without Me,drama,2003
Nee Manasu Naaku Telusu,romance,2003
Neeku Nenu Naaku Nuvvu,romance,2003
Nijam,drama,2003
Ninne Istapaddanu,romance,2003
Old School,comedy,2003
Once Upon a Time in Mexico,action,2003
Open Water,"drama, thriller",2003
Out of Control,"comedy, romance",2003
Owning Mahowny,drama,2003
Palnati Brahmanayudu,action,2003
Party Monster,"biography, crime",2003
Paycheck,"action, sci-fi",2003
Phone Booth,thriller,2003
Pinjar,"drama, social",2003
Praanam,romance,2003
Pran Jaye Par Shaan Na Jaye,comedy,2003
Puppet Master: The Legacy,horror,2003
Purple Butterfly,drama,2003
Qayamat: City Under Threat,thriller,2003
Raghavendra,action,2003
Roads to Koktebel,drama,2003
S.W.A.T.,"action, crime",2003
Saaya,drama,2003
Samay: When Time Strikes,thriller,2003
Sambaram,romance,2003
Satta,"drama, social",2003
Scary Movie 3,"comedy, parody",2003
School of Rock,"comedy, family",2003
Seabiscuit,"drama, biography",2003
Seducing Doctor Lewis (La Grande séduction),comedy,2003
Shanghai Knights,"action, comedy",2003
Shattered Glass,"drama, biography",2003
Shivamani,action,2003
Simhadri,action,2003
Spy Kids 3-D: Game Over,"adventure, family",2003
Stuck on You,comedy,2003
Take Away,comedy,2003
Talaash: The Hunt Begins...,thriller,2003
Tere Naam,"drama, romance",2003
Terminator 3: Rise of the Machines,"action, sci-fi",2003
Testosterone,action,2003
The Barbarian Invasions (Les Invasions barbares),"comedy, drama",2003
The Brown Bunny,drama,2003
The Company,"drama, musical",2003
The Cooler,"drama, romance",2003
The Core,"action, sci-fi",2003
The Delicate Art of Parking,"comedy, drama",2003
The Fighting Temptations,"musical, comedy",2003
The Honourable Wally Norman,comedy,2003
The Human Stain,romance,2003
The Italian Job,"action, crime",2003
The Last Horror Movie,horror,2003
The Last Samurai,"action, drama",2003
The Lizzie McGuire Movie,comedy,2003
The Lord of the Rings: The Return of the King,"adventure, fantasy",2003
The Matrix Reloaded,"action, sci-fi",2003
The Mother,drama,2003
The Order,"action, thriller",2003
The Park,horror,2003
The Postcard Bandit,crime,2003
The Recruit,action,2003
The Room,drama,2003
The Saddest Music in the World,"comedy, musical",2003
The Snow Walker,drama,2003
The Statement,drama,2003
The Suit,drama,2003
The Tesseract,drama,2003
The Texas Chainsaw Massacre,horror,2003
The Trouble with Men and Women,drama,2003
The Young Black Stallion,"drama, family",2003
This Girl's Life,drama,2003
Timeline,"action, sci-fi",2003
Troublesome Night 18,"horror, comedy, romance",2003
Troublesome Night 19,"horror, comedy, romance",2003
Tujhe Meri Kasam,romance,2003
"Turn Left, Turn Right",romance,2003
Uniform,drama,2003
Vasantham,drama,2003
Veede,action,2003
Veronica Guerin,"biography, crime",2003
Warm Spring,drama,2003
What a Girl Wants,comedy,2003
Wrong Turn,horror,2003
Xcuse Me,comedy,2003
Zameen,thriller,2003
Zero Day,drama,2003
13 Going on 30,comedy,2004
143 (and I miss You),romance,2004
50 First Dates,comedy,2004
7/G Brindavan Colony,romance,2004
99.9 FM,"comedy, drama",2004
A Brand New You,comedy,2004
A Cinderella Story,comedy,2004
A Dirty Shame,comedy,2004
A Love Song for Bobby Long,drama,2004
A Way of Life,drama,2004
A World Without Thieves,drama,2004
Aa Naluguru,drama,2004
Aan: Men at Work,action,2004
Ab Tumhare Hawale Watan Saathiyo,"war, drama",2004
Ae Fond Kiss...,drama,2004
After the Sunset,crime,2004
Against the Ropes,"drama, sports",2004
Aitraaz,"drama, romance, thriller",2004
Alexander,"action, history",2004
Alfie,comedy,2004
Alien vs. Predator,"horror, sci-fi",2004
Along Came Polly,comedy,2004
Ami Je Ke Tomar,romance,2004
Ammayi Bagundi,romance,2004
Anacondas: The Hunt for the Blood Orchid,horror,2004
Anchorman: The Legend of Ron Burgundy,comedy,2004
Andaru Dongale Dorikite,comedy,2004
Andhrawala,action,2004
Anji,action,2004
Arie,drama,2004
Around the Bend,drama,2004
Around the World in 80 Days,adventure,2004
Asambhav,"mystery, thriller",2004
Athade Oka Sainyam,drama,2004
Bandhan,romance,2004
Barbershop 2: Back in Business,comedy,2004
Be With You,drama,2004
Before Sunset,drama,2004
Being Julia,drama,2004
Birth,drama,2004
Black Cloud,drama,2004
Blade: Trinity,horror,2004
Blind Flight,drama,2004
Breakin' All the Rules,comedy,2004
Breaking News,"crime, action",2004
Brother to Brother,drama,2004
Catch That Kid,"crime, family",2004
Cellular,"crime, thriller",2004
Chameli,drama,2004
Chasing Liberty,comedy,2004
Cheppave Chirugali,romance,2004
Childstar,comedy,2004
Christmas with the Kranks,comedy,2004
Churchill: The Hollywood Years,comedy,2004
Clean,drama,2004
Closer,drama,2004
Club Dread,comedy,2004
Confessions of a Teenage Drama Queen,comedy,2004
Connie and Carla,comedy,2004
Creep,horror,2004
Criminal,comedy,2004
Cube Zero,"sci-fi, horror",2004
D.E.B.S.,comedy,2004
Dark Tales of Japan,horror,2004
Dead & Breakfast,comedy,2004
Dear Frankie,drama,2004
Debipaksha,romance,2004
Decoys,horror,2004
Dev,drama,2004
Dhoom,"thriller, action",2004
Dil Maange More,"romance, comedy",2004
Dil Ne Jise Apna Kahaa,"drama, romance",2004
Dirty Dancing: Havana Nights,romance,2004
Dobara,drama,2004
DodgeBall: A True Underdog Story,comedy,2004
Donga Dongadi,comedy,2004
Drum,thriller,2004
Ek Hasina Thi,"thriller, drama",2004
Electric Shadows,drama,2004
Enduring Love,romance,2004
Envy,comedy,2004
Eternal Sunshine of the Spotless Mind,"drama, science fiction",2004
EuroTrip,comedy,2004
Exorcist: The Beginning,horror,2004
Fida,"drama, romance, thriller",2004
Finding Neverland,"drama, family",2004
First Daughter,comedy,2004
Flavours,drama,2004
Flight of the Phoenix,adventure,2004
Freeze Frame,thriller,2004
Friday Night Lights,"drama, sports",2004
Garfield: The Movie,comedy,2004
Garv: Pride and Honour,drama,2004
Gayab,"fantasy, thriller",2004
Geraldine's Fortune,"comedy, drama",2004
Gharshana,crime,2004
Ginger Snaps 2: Unleashed,horror,2004
Ginger Snaps Back: The Beginning,horror,2004
Girlfriend,"drama, romance",2004
Goddess: How I fell in Love,drama,2004
Godsend,horror,2004
Golpo Holeo Shotti,thriller,2004
Green Card Fever,drama,2004
Green Hat,drama,2004
Hair Show,comedy,2004
Hank Williams First Nation,drama,2004
Harold & Kumar Go to White Castle,comedy,2004
Harvest Time,drama,2004
Hava Aney Dey,drama,2004
Hidalgo,drama,2004
Highwaymen,action,2004
Hotel Rwanda,"drama, war",2004
Hum Tum,"comedy, romance, drama, musical",2004
Hyderabad Blues 2,drama,2004
If Only,drama,2004
Imaginary Heroes,drama,2004
In Good Company,drama,2004
In My Country,drama,2004
Infection,horror,2004
Intern Academy,comedy,2004
Ishq Hai Tumse,drama,2004
Iti Srikanto,romance,2004
Jailbait,drama,2004
Jasmine Women,drama,2004
Jiminy Glick in Lalawood,comedy,2004
Jingzhe,drama,2004
Johnson Family Vacation,comedy,2004
Joke falls,comedy,2004
Kamikaze Girls,comedy,2004
Kaun Hai Jo Sapno Mein Aaya,romance,2004
Kaya Taran,drama,2004
Keane,thriller,2004
Kekexili: Mountain Patrol,drama,2004
Khakee,"action, thriller",2004
Khamosh Pani,drama,2004
King Arthur,adventure,2004
King of Bollywood,comedy,2004
Kinsey,"biography, drama",2004
Knots,comedy,2004
Krishna Cottage,thriller,2004
Kushi Kushiga,drama,2004
Kyun...! Ho Gaya Na,"romance, drama, comedy",2004
Ladder 49,drama,2004
Lakeer - Forbidden Lines,"action, drama, romance",2004
Lakshmi Narasimha,action,2004
Lakshya,"war, drama, action, romance",2004
Lemony Snicket's A Series of Unfortunate Events,"comedy, family",2004
Looking for Alexander (Mémoires affectives),drama,2004
Madhyanam Hathya,thriller,2004
Mahulbonir Sereng,romance,2004
Main Hoon Na,"action, musical, drama, comedy",2004
Malliswari,romance,2004
Manners of Dying,drama,2004
Maqbool,"mystery, drama",2004
Marebito,horror,2004
Maria Full of Grace,drama,2004
Mastan,romance,2004
Masti,comedy,2004
Mean Creek,drama,2004
Mean Girls,comedy,2004
Meet the Fockers,comedy,2004
Meri Biwi Ka Jawab Nahin,"action, comedy, romance",2004
Method,thriller,2004
Mindhunters,thriller,2004
Miracle,"drama, family",2004
Mr. 3000,comedy,2004
Mughal-e-Azam (Colorized Version),drama,2004
Mujhse Shaadi Karogi,"comedy, romance, musical",2004
Murder,"thriller, romance",2004
Muskaan,"romance, drama",2004
My Baby's Daddy,comedy,2004
My Summer of Love,romance,2004
Mysterious Skin,drama,2004
Naa Autograph,drama,2004
Napoleon Dynamite,comedy,2004
National Treasure,adventure,2004
Nenu,romance,2004
Nenunnanu,romance,2004
New Police Story,"crime, action",2004
New York Minute,comedy,2004
Nobody Knows,drama,2004
Noel,drama,2004
Nothing But Life,drama,2004
November,thriller,2004
Ocean's Twelve,"comedy, crime",2004
Our Own,drama,2004
P.S.,romance,2004
Paap,drama,2004
Palindromes,drama,2004
Paparazzi,action,2004
Paribar,romance,2004
Pedababu,action,2004
Phil the Alien,comedy,2004
Phir Milenge,"drama, social",2004
Plan,action,2004
Police Force: An Inside Story,action,2004
Premi,romance,2004
Raincoat,drama,2004
Raise Your Voice,musical,2004
Raising Helen,comedy,2004
Rakht: What If You Can See the Future,horror,2004
Ram Lakshman,romance,2004
Rice Rhapsody,comedy,2004
Riding the Bullet,horror,2004
Rudraksh,thriller,2004
Saint Ralph,drama,2004
Sakhiya,romance,2004
Samba,action,2004
Sankharavam,action,2004
Saved!,"comedy, teen",2004
Scooby-Doo 2: Monsters Unleashed,"comedy, family",2004
Secret Window,thriller,2004
See Grace Fly,drama,2004
Seed of Chucky,horror,2004
Seven Times Lucky,drama,2004
Shaadi Ka Laddoo,comedy,2004
Shall We Dance?,romance,2004
Shanghai Story,drama,2004
Shankar Dada MBBS,comedy,2004
Shart: The Challenge,"action, drama",2004
Show Me,drama,2004
Shukriya: Till Death Do Us Apart,drama,2004
Sideways,comedy,2004
Silver Hawk,action,2004
Six: The Mark Unleashed,action,2004
Sleepover,comedy,2004
Socha Na Tha,"romance, comedy",2004
Soul Plane,comedy,2004
Speak,drama,2004
Stage Beauty,drama,2004
Starsky & Hutch,"crime, comedy",2004
Stateside,drama,2004
Straight-Jacket,comedy,2004
SuperBabies: Baby Geniuses 2,comedy,2004
Surviving Christmas,comedy,2004
Suspect Zero,thriller,2004
Suzie Gold,romance,2004
Swades,"drama, social",2004
Swarabhishekam,drama,2004
Swing Girls,comedy,2004
Taking Lives,horror,2004
The Assassination of Richard Nixon,"biography, crime",2004
The Blue Butterfly,adventure,2004
The Bourne Supremacy,action,2004
The Butterfly Effect,"science fiction, thriller",2004
The Cookout,comedy,2004
The Door in the Floor,drama,2004
The Five of Us (Elles étaient cinq),drama,2004
The Forgotten,thriller,2004
The Grudge,horror,2004
The Ladykillers,comedy,2004
The Land Has Eyes,drama,2004
The Last Shot,comedy,2004
The Life Aquatic with Steve Zissou,comedy,2004
The Notebook,romance,2004
The Passion of the Christ,drama,2004
The Perfect Score,crime,2004
The Phantom of the Opera,musical,2004
The Prince and Me,comedy,2004
The Princess Diaries 2: Royal Engagement,comedy,2004
The Raspberry Reich,comedy,2004
The Recruiter,crime,2004
The Terminal,comedy,2004
The Tuner,drama,2004
The White Dragon,comedy,2004
The Whole Ten Yards,comedy,2004
The Woodsman,drama,2004
The Work and the Glory,drama,2004
Thoda Tum Badlo Thoda Hum,romance,2004
Tony Takitani,drama,2004
Torque,action,2004
Trauma,thriller,2004
Troy,adventure,2004
Twisted,thriller,2004
Two Great Sheep,drama,2004
Tyag,romance,2004
Undertow,thriller,2004
Vaastu Shastra,horror,2004
Van Helsing,horror,2004
Veer-Zaara,"drama, romance, family, musical",2004
Venky,action,2004
Vera Drake,drama,2004
Vijayendra Varma,action,2004
Vital,drama,2004
Waarish,romance,2004
Wake of Death,action,2004
Walking Tall,action,2004
We Don't Live Here Anymore,drama,2004
Welcome to Mooseport,comedy,2004
When Will I Be Loved,drama,2004
Where's the Party Yaar?,comedy,2004
White Chicks,comedy,2004
Wicker Park,drama,2004
Wilby Wonderful,drama,2004
Win a Date with Tad Hamilton!,comedy,2004
Winter Solstice,drama,2004
Without a Paddle,comedy,2004
Yagnam,action,2004
Yasmin,drama,2004
You Got Served,comedy,2004
Yuva,"drama, action",2004
Zebraman,comedy,2004
6'2,thriller,2005
A Film by Aravind,thriller,2005
A Lot Like Love,comedy,2005
ABCD,romance,2005
Aaru,action,2005
Aayudham,action,2005
About Love,romance,2005
Adhu Oru Kana Kaalam,romance,2005
Agnipath,romance,2005
Alaiyadikkuthu,drama,2005
Allari Bullodu,romance,2005
Allari Pidugu,action,2005
American Haunting !An American Haunting,horror,2005
American Soldiers,action,2005
Amudhey,romance,2005
An Unfinished Life,drama,2005
Antarmahal,romance,2005
Anukokunda Oka Roju,thriller,2005
Are We There Yet?,comedy,2005
Arinthum Ariyamalum,action,2005
Asylum,drama,2005
Athadu,action,2005
Athanokkade,action,2005
Aurora Borealis,romance,2005
Auto Shankar,action,2005
Ayya,action,2005
Azumi 2: Death or Love,"action, samurai film",2005
Bad News Bears,comedy,2005
Bazi,romance,2005
Beauty Shop,comedy,2005
Bee Season,drama,2005
Beowulf & Grendel,drama,2005
Bhadra,action,2005
Bigger Than the Sky,comedy,2005
Boogeyman,horror,2005
Brokeback Mountain,"western, romantic drama",2005
Brotherhood !The Brotherhood IV,horror,2005
Bunny,action,2005
Capote,"biography, crime",2005
Casanova,comedy,2005
Chanakya,action,2005
Chandramukhi,horror,2005
Chatrapathi,action,2005
Cheaper by the Dozen 2,comedy,2005
Chemman Chaalai (The Gravel Road),drama,2005
Chidambarathil Oru Appasamy,drama,2005
Chinna,action,2005
Chore Chore Mastuto Bhai,romance,2005
Cinderella Man,"biography, drama",2005
Coach Carter,drama,2005
Constantine,horror,2005
Conversations with Other Women,drama,2005
Cruel World,horror,2005
Cry_Wolf,drama,2005
Cursed,horror,2005
Daas,romance,2005
Daltry Calhoun,comedy,2005
Dark Water,horror,2005
Dead Man's Bluff,"crime, comedy",2005
Deadly Soma,action,2005
Deck Dogz,comedy,2005
Derailed,thriller,2005
Deuce Bigalow: European Gigolo,comedy,2005
Devathayai Kanden,romance,2005
Dirty Love,comedy,2005
Dodging the Clock (Horloge biologique),comedy,2005
Dominion: Prequel to the Exorcist,horror,2005
Don't Come Knocking,drama,2005
Doom,horror,2005
Dream's Ashes,drama,2005
Dreamer,drama,2005
Dreaming of Space,drama,2005
Duck,drama,2005
Duma,adventure,2005
Dust,drama,2005
Dwiragaman,romance,2005
Eighteen,drama,2005
Elektra,action,2005
Elizabethtown,comedy,2005
Englishkaran,comedy,2005
Evadi Gola Vaadidi,comedy,2005
Eve and the Fire Horse,drama,2005
Everything Is Illuminated,drama,2005
February 14,romance,2005
Feed,thriller,2005
Flightplan,thriller,2005
Frankenstein vs. the Creature from Blood Cove,horror,2005
Getting Played,comedy,2005
Goal!,"drama, sports",2005
Grain in Ear,drama,2005
Guess Who,comedy,2005
Gurudeva,romance,2005
Guy X,"mystery, comedy",2005
Hajar Bachhor Dhore,drama,2005
Happy Endings,comedy,2005
Hating Alison Ashley,comedy,2005
Her Minor Thing,comedy,2005
Herbie: Fully Loaded,comedy,2005
Hide and Seek,horror,2005
Hitch,comedy,2005
Hoodwinked!,"animation, comedy",2005
Hostel,horror,2005
House of 9,horror,2005
House of D,comedy,2005
Ice Princess,comedy,2005
In Her Shoes,comedy,2005
In the Mix,comedy,2005
Intermedio,horror,2005
Into the Blue,thriller,2005
Iyer IPS,action,2005
Jai Chiranjeeva,comedy,2005
Jewboy,drama,2005
Ji,action,2005
Jithan,thriller,2005
Junebug,drama,2005
Just Friends,romance,2005
Just Like Heaven,comedy,2005
Kannamma,drama,2005
Karka Kasadara,romance,2005
Kasthuri Maan,drama,2005
Keeping Mum,comedy,2005
Kicking & Screaming,comedy,2005
Kids in America,comedy,2005
Kingdom of Heaven,action,2005
Krantikaal,romance,2005
Kundakka Mandakka,comedy,2005
Land of the Dead,horror,2005
Last Days,drama,2005
Les Boys IV,comedy,2005
Lie with Me,romance,2005
Little Fish,drama,2005
Look Both Ways,drama,2005
Lords of Dogtown,drama,2005
Love + hate,drama,2005
Lucid,drama,2005
Maayavi,comedy,2005
Madagascar,"animation, comedy",2005
Maha Nandi,action,2005
Majaa,comedy,2005
Man to Man,drama,2005
Man-Thing,horror,2005
Manasu Maata Vinadhu,romance,2005
Manik,romance,2005
Mannin Maindhan,romance,2005
Marilyn Hotchkiss' Ballroom Dancing and Charm School,romance,2005
Mazhai,romance,2005
Me and You and Everyone We Know,drama,2005
Memoirs of a Geisha,drama,2005
Miss Congeniality 2: Armed and Fabulous,"comedy, crime",2005
Modati Cinema,romance,2005
Molla Barir Bou,"comedy, drama",2005
Monster-in-Law,comedy,2005
Muddula Koduku,romance,2005
Mumbai Express,comedy,2005
Munich,drama,2005
Murder Unveiled,drama,2005
Must Love Dogs,comedy,2005
Naa Alludu,drama,2005
Namma Basava,action,2005
Narasimhudu,action,2005
Nenapirali,romance,2005
Never Been Thawed,comedy,2005
Neverwas,drama,2005
North Country,drama,2005
On a Clear Day,drama,2005
Oru Kalluriyin Kathai,romance,2005
Oru Naal Oru Kanavu,romance,2005
Our Very Own,drama,2005
Padri,drama,2005
Perpetual Motion,drama,2005
Political Rowdy,action,2005
Ponniyin Selvan,drama,2005
Poor Relatives,comedy,2005
Popstar,comedy,2005
Prime,comedy,2005
Priyasakhi,romance,2005
Proof,drama,2005
Racing Stripes,comedy,2005
Rahul's Arranged Marriage,"romance, drama, short",2005
Rebound,comedy,2005
Red Eye,thriller,2005
Rendella Tarvatha,drama,2005
Rent,musical,2005
Riding Alone for Thousands of Miles,drama,2005
Roll Bounce,comedy,2005
Rumor Has It...,comedy,2005
Sabah,romance,2005
Sachein,romance,2005
Sahara,action,2005
Sandakozhi,action,2005
Sangram,romance,2005
Sankranthi,drama,2005
Selvam,romance,2005
Severed: Forest of the Dead,horror,2005
Shadowboxer,thriller,2005
Shanghai Dreams,drama,2005
Shanti,drama,2005
Shopgirl,drama,2005
Shunya E Buke,romance,2005
Sidekick,thriller,2005
Silence Becomes You,thriller,2005
Sin City,"action, science fiction",2005
Sivakasi,action,2005
Son of the Mask,comedy,2005
Sri,action,2005
Star Wars: Episode III – Revenge of the Sith,"science fiction, action",2005
Stay,drama,2005
Sukran,action,2005
Sunflower,drama,2005
Thaka Thimi Tha,romance,2005
Thavamai Thavamirundhu,drama,2005
The 40-Year-Old Virgin,comedy,2005
The Ballad of Jack and Rose,drama,2005
The Baxter,comedy,2005
The Brothers Grimm,"adventure, fantasy",2005
The Business,crime,2005
The Cave,horror,2005
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","adventure, epic fantasy,",2005
The Chumscrubber,comedy,2005
The Crow: Wicked Prayer,action,2005
The Derby Stallion,drama,2005
The Devil's Rejects,horror,2005
The Dukes of Hazzard,comedy,2005
The Dying Gaul,drama,2005
The Exorcism of Emily Rose,horror,2005
The Extra,comedy,2005
